Student Name,Gender,Student No.,Gapps Account,,,Grade,Course 1,Course 1 Title,Course 1 Credit Value,Course 2,Course 2 Title,Course 2 Credit Value,Course 3,Course 3 Title,Course 3 Credit Value,Course 4,Course 4 Title,Course 4 Credit Value,Course 5,Course 5 Title,Course 5 Credit Value,Course 6,Course 6 Title,Course 6 Credit Value,Course 7,Course 7 Title,Course 7 Credit Value,Course 8,Course 8 Title,Course 8 Credit Value,Course 9,Course 9 Title,Course 9 Credit Value,Course 10,Course 10 Title,Course 10 Credit Value,Course 11,Course 11 Title,Course 11 Credit Value,Total Courses,Alternate Course 1,Alternate Course 1 Title,Alternate Course 1 Credit Value,Alternate Course 2,Alternate Course 2 Title,Alternate Course 2 Credit Value,Alternate Course 3,Alternate Course 3 Title,Alternate Course 3 Credit Value
"Emmie,Petronella",M,474486032,474486032@gapps.yrdsb.ca,,,12,BBB4M1,International Business Fundamentals,1,BOH4M1,Business Leadership:  Management Fu,1,ENG4U1,English,1,FSF4U1,Core French,1,HFA4U1,Nutrition and Health,1,IDC4U1,Interdisciplinary Studies,1,MDM4U1,Mathematics of Data Management,1,,,,,,,,,,,,,7,TGV3M1,"Communications Technology: TV, Video & Movie Production (Alternate)",1,,,,,,
"Melisandra,Doretta",M,470849249,470849249@gapps.yrdsb.ca,,,10,AMI2O1,Instrumental Music-Band,1,AMR2O1,Repertoire,1,BBI2O1,Introduction to Business,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,FSF2D1,Core French,1,GLC2O1,Career Studies,0.5,ICS2O1,Introduction to Computer Studies,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,,,,10,PPL2O9,Healthy Active Living Education-Male (Alternate),1,SBI3U1,Biology (Alternate),1,,,
"Benedicta,Mariellen",F,468397915,468397915@gapps.yrdsb.ca,,,12,AEA4O1,Exploring and Creating in the Arts,1,AVI4M1,Visual Arts,1,AWD4M1,Visual Arts - Visual Design,1,AWQ4M1,Visual Arts - Photography,1,ENG4U1,English,1,EWC4U1,The Writer's Craft,1,TDJ4M1,Technological Design,1,,,,,,,,,,,,,7,,,,,,,,,
"Lorrayne,Arlie",M,444745738,444745738@gapps.yrdsb.ca,,,10,AMI2O1,Instrumental Music-Band,1,CHC2D1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,GLC2O1,Career Studies,0.5,HFN2O1,Food and Nutrition,1,MPM2D1,Principles of Mathematics,1,PPL2O9,Healthy Active Living Education-Male,1,SNC2D1,Science,1,,,,,,,9,TGJ2O1,Communications Technology (Alternate),1,ICS2O1,Introduction to Computer Studies (Alternate),1,,,
"Audra,Yolanda",F,417195425,417195425@gapps.yrdsb.ca,,,10,AWC2O1,Visual Arts- Ceramics,1,BBI2O7,Introduction to Business,1,CHC2D1,Canadian History Since World War I,1,ENG2D1,English,1,IDC3OE,Interdisciplinary Studies,1,MPM2D2,Principles of Mathematics,1,SNC2D2,Science,1,TGJ2O1,Communications Technology,1,,,,,,,,,,8,AVI2O1,Visual Arts (Alternate),1,AMI2O1,Instrumental Music-Band (Alternate),1,,,
"Elfrieda,Glori",M,487264338,487264338@gapps.yrdsb.ca,,,10,AMI2O1,Instrumental Music-Band,1,AMR2O1,Repertoire,1,CHC2DG,Canadian History Since World War I,1,ENG2DG,English,1,FSF2DG,Core French,1,HFN2O1,Food and Nutrition,1,MPM2DG,Principles of Mathematics,1,SNC2DG,Science,1,TGJ2O1,Communications Technology,1,,,,,,,9,AMI2O1,Instrumental Music-Band (Alternate),1,LWSBD1,Spanish (Alternate),1,,,
"Marcile,Verla",F,454815577,454815577@gapps.yrdsb.ca,,,12,BOH4M1,Business Leadership:  Management Fu,1,ENG4U1,English,1,MDM4U1,Mathematics of Data Management,1,PSK4U1,Introductory Kinesiology,1,SBI4U1,Biology,1,SCH4U1,Chemistry,1,,,,,,,,,,,,,,,,6,BAT4M1,Financial Accounting Principles (Alternate),1,,,,,,
"Milissent,Aurelea",M,499449873,499449873@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,IDC4U3,Interdisciplinary Studies,1,MCV4UE,Calculus and Vectors,1,MDM4UE,Mathematics of Data Management,1,MHF4U6,Advanced Functions,1,SCH3U6,Chemistry,1,SPH3U1,Physics,1,ZREMOT,Remote Holding Code,0,,,,,,,,,,8,,,,,,,,,
"Kay,Linnie",F,421192782,421192782@gapps.yrdsb.ca,,,9,AMV1O1,Music - Vocal/Choral,1,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1P1,Core French,1,MTH1W1,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1D2,Science,1,,,,,,,,,,8,HIF1O1,"Individual, Family and Social Living (Alternate)",1,AVI1O1,Visual Arts (Alternate),1,,,
"Hanni,Nedda",F,436819275,436819275@gapps.yrdsb.ca,,,11,COP3X#,Co Op Sem 1 or 2 Am or Pm,2,FSF3U1,Core French,1,ICS3U6,Introduction to Computer Science,1,ICS4UE,Computer Science,1,IDC4U1,Interdisciplinary Studies,1,MCR3U6,Functions,1,MHF4U1,Advanced Functions,1,,,,,,,,,,,,,7,TGV3M1,"Communications Technology: TV, Video & Movie Production (Alternate)",1,,,,,,
"Krissie,Gaynor",M,467618793,467618793@gapps.yrdsb.ca,,,9,AMI1O4,Instrumental Music-Band,1,CGC1P1,Geography of Canada,1,ENG1D1,English,1,FSF1D1,Core French,1,GLE1O1,Learning Strategies 1: Skills for Success in Secondary School,1,MTH1W1,Mathematics,1,PAI1O1,Individual & Small Group Activities,1,SNC1P1,Science,1,,,,,,,,,,8,AVI1O1,Visual Arts (Alternate),1,BTT1O1,Information and Communication Techn (Alternate),1,,,
"Adan,Doro",M,452042673,452042673@gapps.yrdsb.ca,,,9,AMI1O1,Instrumental Music-Band,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,MTH1W1,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1D1,Science,1,TIJ1O1,Exploring Technologies,1,,,,,,,,,,8,HIF1O1,"Individual, Family and Social Living (Alternate)",1,BTT1O1,Information and Communication Techn (Alternate),1,,,
"Tillie,Hedy",M,433705030,433705030@gapps.yrdsb.ca,,,9,AMI1O4,Instrumental Music-Band,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,MTH1W1,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1D1,Science,1,TIJ1O1,Exploring Technologies,1,,,,,,,,,,8,AVI1O1,Visual Arts (Alternate),1,BTT1O1,Information and Communication Techn (Alternate),1,,,
"Iseabal,Regina",F,442283372,442283372@gapps.yrdsb.ca,,,11,ENG3UE,English,1,FSF3U1,Core French,1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology",1,ICS4UE,Computer Science,1,MCR3U1,Functions,1,SBI4U1,Biology,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,ZREMOT,Remote Holding Code,0,,,,,,,9,GPP3O1,Leadership and Peer Support (Alternate),1,,,,,,
"Idalina,Flora",M,499601555,499601555@gapps.yrdsb.ca,,,12,AMI4M1,Instrumental Music-Band,1,AMR4M1,Repertoire,1,ENG4U1,English,1,ICS4U1,Computer Science,1,MCV4U1,Calculus and Vectors,1,MDM4U1,Mathematics of Data Management,1,MHF4U1,Advanced Functions,1,SBI4U1,Biology,1,SCH4U1,Chemistry,1,,,,,,,9,TDJ4M1,Technological Design (Alternate),1,,,,,,
"Dolli,Salomi",M,489941043,489941043@gapps.yrdsb.ca,,,10,AVI2O1,Visual Arts,1,CHC2D1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,GLC2O1,Career Studies,0.5,ICS2O2,Intro to Computer Studies,1,MCR3U6,Functions,1,MPM2D2,Principles of Mathematics,1,SNC2D1,Science,1,,,,,,,9,AMI2O1,Instrumental Music-Band (Alternate),1,,,,,,
"Clair,Eolanda",M,467240347,467240347@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,CLN4U1,Canadian and International Law,1,ENG3UE,English,1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology",1,IDC3O1,Interdisciplinary Studies,1,MCR3U1,Functions,1,SBI4UE,Biology,1,SCH3U6,Chemistry,1,,,,,,,,,,8,AWQ3O1,Visual Arts - Photography (Alternate),1,,,,,,
"Gretta,Dari",F,437477782,437477782@gapps.yrdsb.ca,,,12,AWC4M1,Visual Arts- Ceramics,1,ENG4UE,English,1,FSF4UE,Core French,1,MDM4UE,Mathematics of Data Management,1,SPH4U1,Physics,1,,,,,,,,,,,,,,,,,,,5,AWS4M1,Visual Arts - Digital Media (Alternate),1,IDC4UE,Interdisciplinary Studies (Alternate),1,,,
"Laurena,Tonye",F,431667581,431667581@gapps.yrdsb.ca,,,12,ENG3U1,English,1,ENG4U1,English,1,HFA4U1,Nutrition and Health,1,HHG4M1,Issues in Human Growth and Development,1,MDM4U1,Mathematics of Data Management,1,SBI4U1,Biology,1,SCH4U1,Chemistry,1,,,,,,,,,,,,,7,PSK4U1,Introductory Kinesiology (Alternate),1,HZT4U1,Philosophy: Questions and Theories (Alternate),1,,,
"Crin,Lynette",F,483869678,483869678@gapps.yrdsb.ca,,,10,AVI2O1,Visual Arts,1,BAF3M1,Financial Accounting Fundamentals,1,BBI2O1,Introduction to Business,1,CHC2D1,Canadian History Since World War I,1,ENG2D1,English,1,HFN2O1,Food and Nutrition,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,,,,,,,,,,8,BMI3C1,"Marketing:Goods, Services, Events (Alternate)",1,,,,,,
"Shoshana,Corella",M,493889574,493889574@gapps.yrdsb.ca,,,10,AMI2O1,Instrumental Music-Band,1,AMR2O1,Repertoire,1,BBI2O1,Introduction to Business,1,CHC2D1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,GLC2O1,Career Studies,0.5,ICS2O1,Introduction to Computer Studies,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,,,,10,ADB2O1,Drama - Musical Theatre (Alternate),1,TEJ2O1,Computer Technology (Alternate),1,,,
"Jolynn,Joleen",M,499303059,499303059@gapps.yrdsb.ca,,,9,ADA1O1,Drama,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1P1,Core French,1,HIF1O1,"Individual, Family and Social Living",1,MTH1W1,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1D1,Science,1,,,,,,,,,,8,AVI1O1,Visual Arts (Alternate),1,TIJ1O1,Exploring Technologies (Alternate),1,,,
"Lacie,Gretel",M,455021023,455021023@gapps.yrdsb.ca,,,12,ALEP2O,ALEP SEM 2 - 1 CREDIT OUT,0,ENG3UO,English,1,ENG4C1,English,1,MAP4C1,Foundations for College Mathematics,1,PAF4O9,Personal & Fitness Activities-Male,1,QUAD3P,QUAD 3 SEM 2 - P.M.,0,QUAD4P,QUAD 4 SEM 2 - P.M.,0,,,,,,,,,,,,,7,,,,,,,,,
"Orelee,Drucill",M,444871490,444871490@gapps.yrdsb.ca,,,10,AMI2O1,Instrumental Music-Band,1,AMR2O1,Repertoire,1,BBI2O1,Introduction to Business,1,CHC2DG,Canadian History Since World War I,1,ENG2DG,English,1,FSF2DG,Core French,1,ICS2OG,Intro to Computer Studies,1,MPM2DG,Principles of Mathematics,1,SNC2DG,Science,1,,,,,,,9,TGJ2O1,Communications Technology (Alternate),1,,,,,,
"Madalyn,Gretal",F,446896263,446896263@gapps.yrdsb.ca,,,10,AVI2O1,Visual Arts,1,CHC2D1,Canadian History Since World War I,1,CHV2O1,Civics and Citizenship,0.5,ENG2D1,English,1,FSF2D1,Core French,1,GLC2O1,Career Studies,0.5,ICS2O1,Introduction to Computer Studies,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,,,,,,,9,AWC2O1,Visual Arts- Ceramics (Alternate),1,,,,,,
"Rica,Dorothee",F,450637769,450637769@gapps.yrdsb.ca,,,10,ADB2O1,Drama - Musical Theatre,1,CHC2D1,Canadian History Since World War I,1,ENG2D1,English,1,FSF2D1,Core French,1,ICS2O1,Introduction to Computer Studies,1,MPM2D2,Principles of Mathematics,1,SNC2D1,Science,1,TGJ2O1,Communications Technology,1,,,,,,,,,,8,AWJ2O1,Visual Arts- Stage Design (Alternate),1,,,,,,
"Yasmin,Yoko",F,464750873,464750873@gapps.yrdsb.ca,,,9,AMR1O1,Repertoire,1,AVI1O1,Visual Arts,1,CGC1D1,Issues in Canadian Geography,1,ENG1DG,English,1,FSF1DG,Core French,1,MPM2DG,Principles of Mathematics,1,MTH1WG,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1DG,Science,1,,,,,,,9,AVI2O1,Visual Arts (Alternate),1,PAI2O1,Individual & Small Group Activities (Alternate),1,,,
"Freddi,Vivia",M,445476781,445476781@gapps.yrdsb.ca,,,9,AVI1O1,Visual Arts,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D1,Core French,1,MTH1W1,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1D1,Science,1,TIJ1O1,Exploring Technologies,1,,,,,,,,,,8,BTT1O1,Information and Communication Techn (Alternate),1,ADA1O1,Drama (Alternate),1,,,
"Misti,Nadia",M,405230787,405230787@gapps.yrdsb.ca,,,9,AMI1O1,Instrumental Music-Band,1,AMR1O1,Repertoire,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1D2,Core French,1,MTH1W7,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1D7,Science,1,TIJ1O1,Exploring Technologies,1,,,,,,,9,,,,,,,,,
"Ulrikaumeko,Cornie",M,469145430,469145430@gapps.yrdsb.ca,,,9,BTT1O1,Information and Communication Techn,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1P1,Core French,1,MTH1W7,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1D7,Science,1,TIJ1O1,Exploring Technologies,1,,,,,,,,,,8,AVI1O1,Visual Arts (Alternate),1,HIF1O1,"Individual, Family and Social Living (Alternate)",1,,,
"Gilberte,Winonah",F,499030835,499030835@gapps.yrdsb.ca,,,10,AWJ2O1,Visual Arts- Stage Design,1,CHC2D1,Canadian History Since World War I,1,ENG2D1,English,1,FSF2D1,Core French,1,ICS2O1,Introduction to Computer Studies,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,TGJ2O1,Communications Technology,1,,,,,,,,,,8,TEJ2O1,Computer Technology (Alternate),1,,,,,,
"Marigold,Kayley",F,406132821,406132821@gapps.yrdsb.ca,,,9,AMI1O1,Instrumental Music-Band,1,AMR1O1,Repertoire,1,CGC1DG,Issues in Canadian Geography,1,ENG1DG,English,1,FSF1DG,Core French,1,HIF1O1,"Individual, Family and Social Living",1,MTH1WG,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1DG,Science,1,,,,,,,9,ADA1O1,Drama (Alternate),1,AVI1O1,Visual Arts (Alternate),1,,,
"Maurine,Gretal",M,497157968,497157968@gapps.yrdsb.ca,,,10,BBI2O1,Introduction to Business,1,CHC2DG,Canadian History Since World War I,1,ENG2DG,English,1,ICS2OG,Intro to Computer Studies,1,MCR3U6,Functions,1,MPM2DG,Principles of Mathematics,1,SNC2DG,Science,1,TEJ2O1,Computer Technology,1,,,,,,,,,,8,SPH3U1,Physics (Alternate),1,TGJ2O1,Communications Technology (Alternate),1,,,
"Edee,Caril",M,413687105,413687105@gapps.yrdsb.ca,,,11,AVI2O1,Visual Arts,1,AWQ3O1,Visual Arts - Photography,1,BMI3C1,"Marketing:Goods, Services, Events",1,ENG2P1,English,1,ENG3C1,English,1,MBF3C1,Foundations for College Mathematics,1,MFM2P1,Foundations of Mathematics,1,SPH3U1,Physics,1,,,,,,,,,,8,AWC3O1,Visual Arts- Ceramics (Alternate),1,,,,,,
"Ami,Jamima",M,497472907,497472907@gapps.yrdsb.ca,,,12,BBB4M1,International Business Fundamentals,1,BOH4M1,Business Leadership:  Management Fu,1,ENG4U1,English,1,GPP3O1,Leadership and Peer Support,1,LWSBD1,Spanish,1,SCH4U1,Chemistry,1,ZREMOT,Remote Holding Code,0,,,,,,,,,,,,,7,IDC4U1,Interdisciplinary Studies (Alternate),1,,,,,,
"Anstice,Elsa",M,426218165,426218165@gapps.yrdsb.ca,,,12,BAT4M1,Financial Accounting Principles,1,BBB4M1,International Business Fundamentals,1,ENG4U1,English,1,IDC4U1,Interdisciplinary Studies,1,MCV4U1,Calculus and Vectors,1,MDM4U1,Mathematics of Data Management,1,MHF4U1,Advanced Functions,1,,,,,,,,,,,,,7,,,,,,,,,
"Clarissa,Frederique",M,422166420,422166420@gapps.yrdsb.ca,,,12,CLN4U1,Canadian and International Law,1,ENG4U1,English,1,HFA4U1,Nutrition and Health,1,MDM4U1,Mathematics of Data Management,1,PAF4O9,Personal & Fitness Activities-Male,1,SBI4U1,Biology,1,SCH4U1,Chemistry,1,,,,,,,,,,,,,7,HHG4M1,Issues in Human Growth and Development (Alternate),1,BOH4M1,Business Leadership:  Management Fu (Alternate),1,,,
"Yvette,Steffi",M,484822249,484822249@gapps.yrdsb.ca,,,11,ENG3U1,English,1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology",1,ICS3U6,Introduction to Computer Science,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,PAF3O9,Personal and Fitness Activities-Male,1,SBI3U1,Biology,1,SCH3U1,Chemistry,1,,,,,,,,,,8,TGV3M1,"Communications Technology: TV, Video & Movie Production (Alternate)",1,BAF3M1,Financial Accounting Fundamentals (Alternate),1,,,
"Hilda,Fernanda",M,404614241,404614241@gapps.yrdsb.ca,,,11,BMI3C1,"Marketing:Goods, Services, Events",1,ENG3U1,English,1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology",1,ICS3U1,Introduction to Computer Science,1,MCR3U6,Functions,1,SBI3U1,Biology,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,,,,,,,,,,8,GPP3O1,Leadership and Peer Support (Alternate),1,,,,,,
"Clotilda,Mikaela",M,495313737,495313737@gapps.yrdsb.ca,,,12,BAT4M1,Financial Accounting Principles,1,CIA4U1,Analysing Current Economic Issues,1,COP3X#,Co Op Sem 1 or 2 Am or Pm,2,ENG4U1,English,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,,,,,,,,,,,,,,,,6,BBB4M1,International Business Fundamentals (Alternate),1,BOH4M1,Business Leadership:  Management Fu (Alternate),1,,,
"Theodosia,Kippy",M,457131874,457131874@gapps.yrdsb.ca,,,9,AMR1O1,Repertoire,1,BTT1O1,Information and Communication Techn,1,CGC1DG,Issues in Canadian Geography,1,ENG1DG,English,1,FSF1DG,Core French,1,MTH1WG,Mathematics,1,PPL1O9,Healthy Active Living-Male,1,SNC1DG,Science,1,TIJ1O1,Exploring Technologies,1,,,,,,,9,BBI2O1,Introduction to Business (Alternate),1,TEJ2O1,Computer Technology (Alternate),1,,,
"Ellen,Tabbitha",M,468790485,468790485@gapps.yrdsb.ca,,,9,AMI1O1,Instrumental Music-Band,1,AMR1O1,Repertoire,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1P1,Core French,1,MTH1W1,Mathematics,1,PAI1O1,Individual & Small Group Activities,1,SNC1D1,Science,1,TIJ1O1,Exploring Technologies,1,,,,,,,9,HIF1O1,"Individual, Family and Social Living (Alternate)",1,GLS1O1,Learning Strategies 1: Skills for Success in Secondary School (Alternate),1,,,
"Kerrill,Sonny",F,450083351,450083351@gapps.yrdsb.ca,,,10,AMI2O1,Instrumental Music-Band,1,AMR2O1,Repertoire,1,BBI2O1,Introduction to Business,1,CHC2D1,Canadian History Since World War I,1,ENG2D1,English,1,FSF2D1,Core French,1,MPM2D1,Principles of Mathematics,1,SCH3U1,Chemistry,1,SNC2D1,Science,1,,,,,,,9,ICS2O1,Introduction to Computer Studies (Alternate),1,MCR3U1,Functions (Alternate),1,,,
"Perl,Idell",M,454875296,454875296@gapps.yrdsb.ca,,,12,AMV4M1,Music - Vocal/Choral,1,CGW4U1,Canadian and World Issues:  A Geogr,1,CHY4U1,World History: The West and the Wor,1,CPW4U1,Canadian and World Politics,1,ENG4U1,English,1,HFA4U1,Nutrition and Health,1,HHG4M1,Issues in Human Growth and Development,1,HZT4U1,Philosophy: Questions and Theories,1,,,,,,,,,,8,,,,,,,,,
"Carmelle,Denni",M,482215535,482215535@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,ENG3U1,English,1,ICS4UE,Computer Science,1,MCV4UE,Calculus and Vectors,1,MHF4U6,Advanced Functions,1,SBI3U1,Biology,1,SCH3U1,Chemistry,1,SPH4U1,Physics,1,,,,,,,,,,8,SBI4U1,Biology (Alternate),1,,,,,,
"Annamaria,Willette",M,475402147,475402147@gapps.yrdsb.ca,,,10,CHC2D1,Canadian History Since World War I,1,ENG2D1,English,1,HFN2O1,Food and Nutrition,1,ICS3U1,Introduction to Computer Science,1,MPM2D1,Principles of Mathematics,1,PAF2O9,Personal and Fitness Activities-Male,1,SNC2D1,Science,1,TEJ2O1,Computer Technology,1,,,,,,,,,,8,AMV2O1,Music - Vocal/Choral (Alternate),1,TGJ2O1,Communications Technology (Alternate),1,,,
"Gabbey,Jacquelyn",M,495683064,495683064@gapps.yrdsb.ca,,,9,AMI1O1,Instrumental Music-Band,1,AMR1O1,Repertoire,1,CGC1DG,Issues in Canadian Geography,1,ENG1DG,English,1,FSF1DG,Core French,1,ICS2OG,Intro to Computer Studies,1,MTH1WG,Mathematics,1,PAI1O1,Individual & Small Group Activities,1,SNC1DG,Science,1,,,,,,,9,BTT1O1,Information and Communication Techn (Alternate),1,TIJ1O1,Exploring Technologies (Alternate),1,,,
"Catharina,Yelena",M,493049634,493049634@gapps.yrdsb.ca,,,11,BAF3M1,Financial Accounting Fundamentals,1,CIE3M1,The Individual and the Economy,1,ENG3UE,English,1,FSF3U1,Core French,1,ICS3U6,Introduction to Computer Science,1,MCR3U1,Functions,1,SCH3U1,Chemistry,1,SPH3U1,Physics,1,,,,,,,,,,8,HFC3M1,Food and Culture (Alternate),1,CLU3M1,Understanding Canadian Law (Alternate),1,,,
"Nicki,Twyla",F,434752509,434752509@gapps.yrdsb.ca,,,12,BBB4M1,International Business Fundamentals,1,ENG4U1,English,1,MCV4U1,Calculus and Vectors,1,MHF4U1,Advanced Functions,1,PSK4U1,Introductory Kinesiology,1,SBI4U1,Biology,1,,,,,,,,,,,,,,,,6,BAT4M1,Financial Accounting Principles (Alternate),1,IDC4U3,Interdisciplinary Studies (Alternate),1,,,
"Anni,Corina",M,469425650,469425650@gapps.yrdsb.ca,,,11,BBB4M1,International Business Fundamentals,1,BMI3C1,"Marketing:Goods, Services, Events",1,GPP3O1,Leadership and Peer Support,1,HFC3M1,Food and Culture,1,HPW3C1,Living and Working with Children,1,ICS3U1,Introduction to Computer Science,1,MCR3U1,Functions,1,SBI3U1,Biology,1,,,,,,,,,,8,SBI3C1,Biology (Alternate),1,TEJ3M1,Computer Engineering Technology (Alternate),1,TDJ3M1,Technological Design (Alternate),1
"Carlie,Robbyn",M,451444059,451444059@gapps.yrdsb.ca,,,11,CLU3M1,Understanding Canadian Law,1,ENG3U1,English,1,GPP3O1,Leadership and Peer Support,1,HPW3C1,Living and Working with Children,1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology",1,IDC3O1,Interdisciplinary Studies,1,MCR3U1,Functions,1,SNC2D1,Science,1,,,,,,,,,,8,,,,,,,,,
"Janelle,Davine",M,446099432,446099432@gapps.yrdsb.ca,,,12,COP3X9,CoOp Sem 2 Am or PM,2,ENG4UE,English,1,ICS4UE,Computer Science,1,MDM4UE,Mathematics of Data Management,1,SPH4UE,Physics,1,TEJ4M1,Computer Engineering Technology,1,,,,,,,,,,,,,,,,6,,,,,,,,,
"Vanya,Janeen",F,475264177,475264177@gapps.yrdsb.ca,,,10,AMR2O1,Repertoire,1,AVI2O1,Visual Arts,1,BBI2O1,Introduction to Business,1,CHC2D1,Canadian History Since World War I,1,ENG2D1,English,1,FSF2D1,Core French,1,MPM2D1,Principles of Mathematics,1,SNC2D1,Science,1,TEJ2O1,Computer Technology,1,,,,,,,9,HFN2O1,Food and Nutrition (Alternate),1,ICS2O1,Introduction to Computer Studies (Alternate),1,,,
"Wendy,Blondelle",F,412344800,412344800@gapps.yrdsb.ca,,,12,COP3X9,CoOp Sem 2 Am or PM,2,ENG4U1,English,1,IDC4UE,Interdisciplinary Studies,1,SBI4U1,Biology,1,SCH4U1,Chemistry,1,,,,,,,,,,,,,,,,,,,5,TEJ4M1,Computer Engineering Technology (Alternate),1,,,,,,
"Denni,Betsey",M,427644220,427644220@gapps.yrdsb.ca,,,12,AWQ4M1,Visual Arts - Photography,1,AWS4M1,Visual Arts - Digital Media,1,BBB4M1,International Business Fundamentals,1,HFA4U1,Nutrition and Health,1,SBI4U1,Biology,1,TGV4M1,"Communications Technology: TV, Video & Movie Production",1,ZREMOT,Remote Holding Code,0,,,,,,,,,,,,,7,AWD4M1,Visual Arts - Visual Design (Alternate),1,,,,,,
"Barbaraanne,Collie",F,448749423,448749423@gapps.yrdsb.ca,,,9,ADA1O1,Drama,1,CGC1D1,Issues in Canadian Geography,1,ENG1D1,English,1,FSF1P1,Core French,1,HIF1O1,"Individual, Family and Social Living",1,MTH1W1,Mathematics,1,PPL1O8,Healthy Active Living-Female,1,SNC1D1,Science,1,,,,,,,,,,8,,,,,,,,,
"Maressa,Cassondra",F,428732382,428732382@gapps.yrdsb.ca,,,11,AWD3M1,Visual Arts - Visual Design,1,CLU3M1,Understanding Canadian Law,1,ENG3U1,English,1,MCR3U6,Functions,1,SBI3U1,Biology,1,SPH3U1,Physics,1,TDJ3M1,Technological Design,1,TGV3M1,"Communications Technology: TV, Video & Movie Production",1,,,,,,,,,,8,SCH3U1,Chemistry (Alternate),1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology (Alternate)",1,,,
"Kenna,Sephira",F,476769422,476769422@gapps.yrdsb.ca,,,11,DCO3OC,Creating Opportunities through Co-o,2,ENG3U1,English,1,HFC3M1,Food and Culture,1,HPW3C1,Living and Working with Children,1,HSP3U1,"Introduction to Anthropology, Psychology & Sociology",1,IDC3O1,Interdisciplinary Studies,1,MCR3U1,Functions,1,,,,,,,,,,,,,7,AVI3M1,Visual Arts (Alternate),1,,,,,,
"Carmel,Kaitlynn",F,407855472,407855472@gapps.yrdsb.ca,,,12,AWC4M1,Visual Arts- Ceramics,1,HZT4U1,Philosophy: Questions and Theories,1,IDC4UE,Interdisciplinary Studies,1,,,,,,,,,,,,,,,,,,,,,,,,,3,AWS4M1,Visual Arts - Digital Media (Alternate),1,AWD4M1,Visual Arts - Visual Design (Alternate),1,,,
"Rhodia,Kiah",F,422739138,422739138@gapps.yrdsb.ca,,,10,ADA2O1,Drama,1,AMR2O1,Repertoire,1,AVI2O1,Visual Arts,1,BBI2O1,Introduction to Business,1,CHC2D1,Canadian History Since World War I,1,ENG2D1,English,1,MPM2D1,Principles of Mathematics,1,PPL2O8,Healthy Active Living Education-Female,1,SNC2D1,Science,1,,,,,,,9,FSF2D1,Core French (Alternate),1,ADB2O1,Drama - Musical Theatre (Alternate),1,,,
