Student Name/Gender/Student No./Gapps Account/Guardian1 Email/Guardian2 Email/Grade/ Course 1/Course 1 Title/Course 1 Credit Value/Course 2/Course 2 Title//Course 2 Credit Value/Course 3/Course 3 Title/Course 3 Credit Value/Course 4/Course 4 Title/Course 4 Credit Value/Course 5/Course 5 Title/Course 5 Credit Value/Course 6/Course 6 Title/Course 6 Credit Value/Course 7/Course 7 Title/Course 7 Credit Value/Course 8/Course 8 Title/Course 8 Credit Value/Course 9/Course 9 Title/Course 9 Credit Value/Course 10/Course 10 Title/Course 10 Credit Value/Course 11/Course 11 Title/Course 11 Credit Value/Total Courses/Alternate Course 1/Alternate Course 1 Title/Alternate Course 1 Credit Value/Alternate Course 2/Alternate Course 2 Title/Alternate Course 2 Credit Value/Alternate Course 3/Alternate Course 3 Title/Alternate Course 3 Credit Value
"Thekla,Rafaelita"/F/240857772/240857772@gapps.yrdsb.ca///12/BBB4M1/International Business Fundamentals/1/CIA4UE/Analysing Current Economic Issues//1/CLN4U1/Canadian and International Law/1/ENG4U1/English/1/HFA4U1/Nutrition and Health/1/HHG4M1/Issues in Human Growth and Development/1/MDM4U1/Mathematics of Data Management/1/////////////7/IDC4UE/Interdisciplinary Studies (Alternate)/1/CPW4U1/Canadian and World Politics (Alternate)/1///
"Keri,Norah"/F/355491276/355491276@gapps.yrdsb.ca///10/KENBND/Language and Communication Developm/0/KGLBND/Personal Life Skills//0/KMMBND/Numeracy and Numbers/0/KPFBND/Personal Health and Fitness/0//////////////////////4/////////
"Cindy,Tabina"/M/172929048/172929048@gapps.yrdsb.ca///12/AMI4M1/Instrumental Music-Band/1/AMR4M1/Repertoire//1/AMV4M1/Music - Vocal/Choral/1/BBB4M1/International Business Fundamentals/1/CIA4UE/Analysing Current Economic Issues/1/ENG4UE/English/1/HZT4U1/Philosophy: Questions and Theories/1/SPH4U1/Physics/1//////////8/BOH4M1/Business Leadership:  Management Fu (Alternate)/1/ADB4M1/Drama - Musical Theatre (Alternate)/1///
"Caryn,Patsy"/M/174069216/174069216@gapps.yrdsb.ca///12/ADA4M1/Drama/1/ADB4M1/Drama - Musical Theatre//1/CGW4U1/Canadian and World Issues:  A Geogr/1/CLN4U1/Canadian and International Law/1/ENG4U1/English/1/HZT4U1/Philosophy: Questions and Theories/1/MDM4U1/Mathematics of Data Management/1/////////////7/CPW4U1/Canadian and World Politics (Alternate)/1//////
"Becki,Blanche"/F/356648172/356648172@gapps.yrdsb.ca///9/AVI1O1/Visual Arts/1/CGC1P1/Geography of Canada//1/ENG1D1/English/1/FSF1O1/Core French/1/GLS1O1/Learning Strategies 1: Skills for Success in Secondary School/1/MTH1W1/Mathematics/1/PPL1O8/Healthy Active Living-Female/1/SNC1D1/Science/1//////////8/////////
"Loralyn,Suzanna"/F/237329808/237329808@gapps.yrdsb.ca///10/CHC2D1/Canadian History Since World War I/1/CHV2O1/Civics and Citizenship//0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/HSP3U1/"Introduction to Anthropology, Psychology & Sociology"/1/ICS2O1/Introduction to Computer Studies/1/MPM2D1/Principles of Mathematics/1/SBI3U1/Biology/1/SNC2D1/Science/1///////9/SPH3U1/Physics (Alternate)/1/ENG3UE/English (Alternate)/1///
"Theresita,Pansy"/M/337256784/337256784@gapps.yrdsb.ca///9/AMR1O1/Repertoire/1/CGC1DG/Issues in Canadian Geography//1/ENG1DG/English/1/FSF1DG/Core French/1/ICS2OG/Intro to Computer Studies/1/MTH1WG/Mathematics/1/PAI1O1/Individual & Small Group Activities/1/SNC1DG/Science/1/TIJ1O1/Exploring Technologies/1///////9/BTT1O1/Information and Communication Techn (Alternate)/1/HIF1O1/"Individual, Family and Social Living (Alternate)"/1///
"Fredrika,Colline"/M/348910332/348910332@gapps.yrdsb.ca///9/AMV1O1/Music - Vocal/Choral/1/CGC1D1/Issues in Canadian Geography//1/ENG1D1/English/1/FSF1P1/Core French/1/MTH1W1/Mathematics/1/PAI1O1/Individual & Small Group Activities/1/SNC1P1/Science/1/TIJ1O1/Exploring Technologies/1//////////8/AVI1O1/Visual Arts (Alternate)/1/GLS1O1/Learning Strategies 1: Skills for Success in Secondary School (Alternate)/1///
"Gael,Emmye"/F/240786996/240786996@gapps.yrdsb.ca///9/AMI1O1/Instrumental Music-Band/1/AMR1O1/Repertoire//1/CGC1DG/Issues in Canadian Geography/1/ENG1DG/English/1/FSF1DG/Core French/1/MTH1WG/Mathematics/1/PPL1O8/Healthy Active Living-Female/1/SNC1DG/Science/1/TIJ1O1/Exploring Technologies/1///////9/ADA1O1/Drama (Alternate)/1/HIF1O1/"Individual, Family and Social Living (Alternate)"/1///
"Andreana,Claresta"/M/348914892/348914892@gapps.yrdsb.ca///9/AMV1O1/Music - Vocal/Choral/1/AVI1O1/Visual Arts//1/CGC1D1/Issues in Canadian Geography/1/ENG1D1/English/1/FSF1P1/Core French/1/MTH1W1/Mathematics/1/PAI1O1/Individual & Small Group Activities/1/SNC1D1/Science/1//////////8/TIJ1O1/Exploring Technologies (Alternate)/1/GLS1O1/Learning Strategies 1: Skills for Success in Secondary School (Alternate)/1///
"Dredi,Colene"/M/174654096/174654096@gapps.yrdsb.ca///12/BMI3C1/"Marketing:Goods, Services, Events"/1/BOH4M1/Business Leadership:  Management Fu//1/IDC4U1/Interdisciplinary Studies/1/ZREMOT/Remote Holding Code/0//////////////////////4/////////
"Emili,Maudie"/F/238040352/238040352@gapps.yrdsb.ca///10/AWC2O1/Visual Arts- Ceramics/1/CHC2D1/Canadian History Since World War I//1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/HFN2O1/Food and Nutrition/1/MPM2D1/Principles of Mathematics/1/SNC2D1/Science/1/TGJ2O1/Communications Technology/1///////9/BBI2O1/Introduction to Business (Alternate)/1/PPL2O8/Healthy Active Living Education-Female (Alternate)/1///
"Noelle,Tessie"/F/238092816/238092816@gapps.yrdsb.ca///10/AVI2O1/Visual Arts/1/AWC2O1/Visual Arts- Ceramics//1/CHC2D1/Canadian History Since World War I/1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/HFN2O1/Food and Nutrition/1/MPM2D1/Principles of Mathematics/1/SNC2D1/Science/1///////9/TGJ2O1/Communications Technology (Alternate)/1/AWJ2O1/Visual Arts- Stage Design (Alternate)/1///
"Edin,Carlota"/M/344167560/344167560@gapps.yrdsb.ca///10/CHC2D1/Canadian History Since World War I/1/CHV2O1/Civics and Citizenship//0.5/ENG2D1/English/1/FSF2D1/Core French/1/GLC2O1/Career Studies/0.5/HFN2O1/Food and Nutrition/1/MPM2D1/Principles of Mathematics/1/SNC2D1/Science/1/TEJ2O1/Computer Technology/1///////9/PAI2O1/Individual & Small Group Activities (Alternate)/1/ADA2O1/Drama (Alternate)/1///
"Gertrudis,Lizette"/M/330604368/330604368@gapps.yrdsb.ca///9/ADA1O1/Drama/1/CGC1D1/Issues in Canadian Geography//1/ENG1D1/English/1/FSF1P1/Core French/1/MTH1W1/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1D1/Science/1/TIJ1O1/Exploring Technologies/1//////////8/HIF1O1/"Individual, Family and Social Living (Alternate)"/1/BTT1O1/Information and Communication Techn (Alternate)/1///
"Cassandre,Kayla"/M/237952824/237952824@gapps.yrdsb.ca///10/AVI2O1/Visual Arts/1/CHC2D1/Canadian History Since World War I//1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/FSF2D1/Core French/1/GLC2O1/Career Studies/0.5/MPM2D1/Principles of Mathematics/1/PAI2O1/Individual & Small Group Activities/1/SNC2D1/Science/1///////9/ADA2O1/Drama (Alternate)/1//////
"Cherey,Guillemette"/F/346238748/346238748@gapps.yrdsb.ca///12/BAT4M1/Financial Accounting Principles/1/BBB4M1/International Business Fundamentals//1/CGW4UE/World Issues:  A Geographic Perspective/1/CIA4UE/Analysing Current Economic Issues/1/ENG4UE/English/1/HZT4U1/Philosophy: Questions and Theories/1/IDC4UE/Interdisciplinary Studies/1/MDM4UE/Mathematics of Data Management/1//////////8/HSB4U1/Challenge and Change in Society (Alternate)/1//////
"Glennis,Julina"/M/331683792/331683792@gapps.yrdsb.ca///9/AMI1O1/Instrumental Music-Band/1/AMR1O1/Repertoire//1/CGC1DG/Issues in Canadian Geography/1/ENG1DG/English/1/FSF1DG/Core French/1/ICS2OG/Intro to Computer Studies/1/MTH1WG/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1DG/Science/1///////9/LWSBD1/Spanish (Alternate)/1/BTT1O1/Information and Communication Techn (Alternate)/1///
"Joana,Erna"/M/236798208/236798208@gapps.yrdsb.ca///11/ADA3M1/Drama/1/CGG3O1/Travel and Tourism:A Geographic Perspective//1/COP3X#/Co Op Sem 1 or 2 Am or Pm/2/ENG3U1/English/1/PAF3O9/Personal and Fitness Activities-Male/1/SCH3U1/Chemistry/1////////////////6/HFC3M1/Food and Culture (Alternate)/1//////
"Dannye,Donella"/M/336229560/336229560@gapps.yrdsb.ca///9/AVI1O1/Visual Arts/1/BTT1O1/Information and Communication Techn//1/CGC1D1/Issues in Canadian Geography/1/ENG1D1/English/1/FSF1D1/Core French/1/MTH1W1/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1D1/Science/1//////////8/TIJ1O1/Exploring Technologies (Alternate)/1/ADA1O1/Drama (Alternate)/1///
"Agace,Goldie"/F/333310836/333310836@gapps.yrdsb.ca///9/AMR1O1/Repertoire/1/AVI1O1/Visual Arts//1/BTT1O1/Information and Communication Techn/1/CGC1D1/Issues in Canadian Geography/1/ENG1D2/English/1/FSF1D2/Core French/1/MTH1W1/Mathematics/1/PPL1O8/Healthy Active Living-Female/1/SNC1D1/Science/1///////9/ICS2O1/Introduction to Computer Studies (Alternate)/1/HIF1O1/"Individual, Family and Social Living (Alternate)"/1///
"Essa,Tonya"/F/241650288/241650288@gapps.yrdsb.ca///12/FSF4UE/Core French/1/MCV4UE/Calculus and Vectors//1/MHF4U6/Advanced Functions/1/SBI4U1/Biology/1/SCH4U1/Chemistry/1/SPH4U1/Physics/1////////////////6/FSF4U1/Core French (Alternate)/1//////
"Guenevere,Aleen"/M/237971448/237971448@gapps.yrdsb.ca///10/AMR2O1/Repertoire/1/BBI2O1/Introduction to Business//1/CHC2DG/Canadian History Since World War I/1/ENG2DG/English/1/FSF2D1/Core French/1/ICS3U6/Introduction to Computer Science /1/MPM2DG/Principles of Mathematics/1/SNC2DG/Science/1/TEJ2O1/Computer Technology/1///////9/FSF3U1/Core French (Alternate)/1/ICS2OG/Intro to Computer Studies (Alternate)/1///
"Tina,Aurore"/M/341450412/341450412@gapps.yrdsb.ca///12/BBB4M1/International Business Fundamentals/1/ENG4U1/English//1/ICS4U1/Computer Science /1/MCV4U1/Calculus and Vectors/1/MDM4U1/Mathematics of Data Management/1/MHF4U1/Advanced Functions/1/TEJ4M1/Computer Engineering Technology/1/////////////7/CLU3M1/Understanding Canadian Law (Alternate)/1//////
"Sorcha,Laryssa"/M/332471604/332471604@gapps.yrdsb.ca///12/ENG4U1/English/1/EWC4U1/The Writer's Craft//1/HFA4U1/Nutrition and Health/1/ICS4U1/Computer Science /1/MCV4U1/Calculus and Vectors/1/MDM4U1/Mathematics of Data Management/1/MHF4U1/Advanced Functions/1/////////////7/TEJ4M1/Computer Engineering Technology (Alternate)/1//////
"Brianne,Jeniffer"/M/331264404/331264404@gapps.yrdsb.ca///10/BBI2O1/Introduction to Business/1/CHC2D1/Canadian History Since World War I//1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/ICS3U6/Introduction to Computer Science /1/MPM2D1/Principles of Mathematics/1/PAF2O9/Personal and Fitness Activities-Male/1/SNC2D1/Science/1///////9/TGJ2O1/Communications Technology (Alternate)/1/IDC3OE/Interdisciplinary Studies (Alternate)/1///
"Candis,Lilli"/F/351780660/351780660@gapps.yrdsb.ca///12/CHY4U1/World History: The West and the Wor/1/CLN4U1/Canadian and International Law//1/ENG4UE/English/1/EWC4U1/The Writer's Craft/1/HSB4U1/Challenge and Change in Society/1/IDC4UE/Interdisciplinary Studies/1/MDM4U1/Mathematics of Data Management/1/////////////7/AMV4M1/Music - Vocal/Choral (Alternate)/1//////
"Heda,Fredelia"/M/240931236/240931236@gapps.yrdsb.ca///9/AMI1O4/Instrumental Music-Band/1/CGC1DG/Issues in Canadian Geography//1/ENG1DG/English/1/FSF1DG/Core French/1/MTH1WG/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1DG/Science/1/TIJ1O1/Exploring Technologies/1//////////8/ADA1O1/Drama (Alternate)/1/BTT1O1/Information and Communication Techn (Alternate)/1///
"Kipp,Lezlie"/M/240931332/240931332@gapps.yrdsb.ca///9/ADA1O1/Drama/1/BTT1O1/Information and Communication Techn//1/CGC1DG/Issues in Canadian Geography/1/ENG1DG/English/1/FSF1DG/Core French/1/MTH1WG/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1DG/Science/1//////////8/AVI1O1/Visual Arts (Alternate)/1/TIJ1O1/Exploring Technologies (Alternate)/1///
"Hortensia,Janet"/M/236804628/236804628@gapps.yrdsb.ca///12/BAT4M1/Financial Accounting Principles/1/BBB4M1/International Business Fundamentals//1/ENG4U1/English/1/IDC4U1/Interdisciplinary Studies/1/MCV4U1/Calculus and Vectors/1/MHF4U1/Advanced Functions/1/SCH4U1/Chemistry/1/////////////7/HFA4C1/Nutrition and Health (Alternate)/1/BOH4M1/Business Leadership:  Management Fu (Alternate)/1///
"Andee,Annis"/F/173376696/173376696@gapps.yrdsb.ca///12/CLN4U1/Canadian and International Law/1/ENG4UE/English//1/EWC4U1/The Writer's Craft/1/HFA4U1/Nutrition and Health/1/HZT4U1/Philosophy: Questions and Theories/1/IDC4U1/Interdisciplinary Studies/1////////////////6/AMV4M1/Music - Vocal/Choral (Alternate)/1/YYY4X1/Dual Credit - College-Delivered (Alternate)/0///
"Babs,Ora"/M/336693924/336693924@gapps.yrdsb.ca///10/CHC2D1/Canadian History Since World War I/1/CHV2O1/Civics and Citizenship//0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/HFN2O1/Food and Nutrition/1/LWSBD1/Spanish/1/MPM2D1/Principles of Mathematics/1/PPL2O9/Healthy Active Living Education-Male/1/SNC2D1/Science/1///////9/TEJ2O1/Computer Technology (Alternate)/1/BBI2O1/Introduction to Business (Alternate)/1///
"Georgette,Eddie"/F/334826424/334826424@gapps.yrdsb.ca///12/CGW4U1/Canadian and World Issues:  A Geogr/1/CLN4U1/Canadian and International Law//1/CPW4U1/Canadian and World Politics/1/IDC4U1/Interdisciplinary Studies/1/ZREMOT/Remote Holding Code/0///////////////////5/HSB4U1/Challenge and Change in Society (Alternate)/1/BAT4M1/Financial Accounting Principles (Alternate)/1///
"Mirabel,Kettie"/M/334506132/334506132@gapps.yrdsb.ca///11/AVI3M1/Visual Arts/1/ENG3U1/English//1/GLE3O1/AdvancedLearning Strategies: Skills for Success After Secondary School/1/MCR3U1/Functions/1/SBI3U1/Biology/1/SCH3U1/Chemistry/1/SPH3U1/Physics/1/TDJ3M1/Technological Design/1//////////8/TEJ3M1/Computer Engineering Technology (Alternate)/1//////
"Doreen,Vivianne"/F/175777272/175777272@gapps.yrdsb.ca///11/AWQ3M1/Visual Arts - Photography/1/BMI3C1/"Marketing:Goods, Services, Events"//1/CLU3M1/Understanding Canadian Law/1/COP3X#/Co Op Sem 1 or 2 Am or Pm/2/ENG3UE/English/1/ICS3U1/Introduction to Computer Science/1/MCF3M1/Functions and Applications/1/////////////7/HFC3M1/Food and Culture (Alternate)/1//////
"Anni,Staci"/F/348094668/348094668@gapps.yrdsb.ca///11/CIA4U1/Analysing Current Economic Issues/1/COP3X#/Co Op Sem 1 or 2 Am or Pm//2/ENG3U1/English/1/HSP3U1/"Introduction to Anthropology, Psychology & Sociology"/1/MHF4U1/Advanced Functions/1/SBI3U6/Biology/1/SCH4U1/Chemistry/1/////////////7/////////
"Harley,Margot"/F/331563396/331563396@gapps.yrdsb.ca///9/AMI1OY/Instrumental Music - Band/0/ENG1DY/English//0/HIF1O1/"Individual, Family and Social Living"/1/KENANR/Language and Communication Developm/0/KMMANR/Numeracy and Numbers/0/SNC1D1/Science/1/ZREMOT/Remote Holding Code/0/////////////7/////////
"Rosabelle,Deanne"/M/173866656/173866656@gapps.yrdsb.ca///12/BAT4M1/Financial Accounting Principles/1/BOH4M1/Business Leadership:  Management Fu//1/COP3X#/Co Op Sem 1 or 2 Am or Pm/2/ENG4U1/English/1/IDC4U1/Interdisciplinary Studies/1/MDM4U1/Mathematics of Data Management/1/YYY4X1/Dual Credit - College-Delivered/0/////////////7/////////
"Ella,Ivette"/M/175811916/175811916@gapps.yrdsb.ca///11/BAF3M1/Financial Accounting Fundamentals/1/ENG3U1/English//1/HFC3M1/Food and Culture/1/MCR3U1/Functions/1/PPL3O9/Healthy Active Living Education-Male/1/SBI3U1/Biology/1/SCH3U1/Chemistry/1/SPH3U1/Physics/1//////////8/BMI3C1/"Marketing:Goods, Services, Events (Alternate)"/1/TDJ3M1/Technological Design (Alternate)/1///
"Demetra,Alayne"/M/175811316/175811316@gapps.yrdsb.ca///11/BMI3C1/"Marketing:Goods, Services, Events"/1/ENG3U1/English//1/HFC3M1/Food and Culture/1/MCR3U1/Functions/1/PPL3O9/Healthy Active Living Education-Male/1/SBI3U1/Biology/1/SCH3U1/Chemistry/1/SPH3U1/Physics/1//////////8/////////
"Malena,Aline"/F/173990520/173990520@gapps.yrdsb.ca///12/HFA4U1/Nutrition and Health/1/HHG4M1/Issues in Human Growth and Development//1/MHF4U1/Advanced Functions/1/SBI4UK/Biology/1/SCH4U1/Chemistry/1/ZREMOT/Remote Holding Code/0////////////////6/////////
"Cthrine,Faith"/F/356199012/356199012@gapps.yrdsb.ca///10/ADA2O1/Drama/1/CHC2D1/Canadian History Since World War I//1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/HFN2O1/Food and Nutrition/1/MPM2D1/Principles of Mathematics/1/SNC2D2/Science/1/TIJ1O1/Exploring Technologies/1///////9/////////
"Kathryn,Theo"/F/335385864/335385864@gapps.yrdsb.ca///10/AMV2O1/Music - Vocal/Choral/1/BBI2O1/Introduction to Business//1/CHC2D1/Canadian History Since World War I/1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/ICS2O1/Introduction to Computer Studies/1/MPM2D1/Principles of Mathematics/1/SNC2D1/Science/1///////9/////////
"Ivie,Danya"/F/238464756/238464756@gapps.yrdsb.ca///10/BBI2O1/Introduction to Business/1/CHV2O1/Civics and Citizenship//0.5/ENG2D1/English/1/FSF2D1/Core French/1/GLC2O1/Career Studies/0.5/HFN2O1/Food and Nutrition/1/LWSBD1/Spanish/1/MPM2D1/Principles of Mathematics/1/SNC2D1/Science/1///////9/AWC2O1/Visual Arts- Ceramics (Alternate)/1/PPL2O8/Healthy Active Living Education-Female (Alternate)/1///
"Wynn,Babbette"/M/241033908/241033908@gapps.yrdsb.ca///9/ADA1O1/Drama/1/BTT1O1/Information and Communication Techn//1/CGC1P1/Geography of Canada/1/ENG1P1/English/1/FSF1P1/Core French/1/MTH1W1/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1P1/Science/1//////////8/GLS1O1/Learning Strategies 1: Skills for Success in Secondary School (Alternate)/1/TIJ1O1/Exploring Technologies (Alternate)/1///
"Magdalene,Cristionna"/M/346539420/346539420@gapps.yrdsb.ca///11/ENG3U1/English/1/FSF2D1/Core French//1/FSF3U1/Core French/1/MCV4UE/Calculus and Vectors/1/MHF4U6/Advanced Functions/1/SBI3U1/Biology/1/SCH3U6/Chemistry/1/TEJ3M1/Computer Engineering Technology/1//////////8/SPH4UE/Physics (Alternate)/1/ICS4UE/Computer Science (Alternate)/1///
"Augustine,Alysia"/M/352344060/352344060@gapps.yrdsb.ca///12/ADB3M1/Drama - Musical Theatre/1/AMV3M1/Music - Vocal/Choral//1/ESLDO1/"English as a Second Language, Level 4"/1/ESLEO1/"English as a Second Language, Level 5"/1/PPL3O9/Healthy Active Living Education-Male/1///////////////////5/////////
"Vivianne,Deane"/F/347219064/347219064@gapps.yrdsb.ca///10/ADA2O1/Drama/1/CGC1D1/Issues in Canadian Geography//1/CHC2D1/Canadian History Since World War I/1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/MPM2D1/Principles of Mathematics/1/PPL2O8/Healthy Active Living Education-Female/1/SNC2D1/Science/1///////9/BBI2O1/Introduction to Business (Alternate)/1/FSF1D1/Core French (Alternate)/1///
"Loree,Ailene"/F/339190536/339190536@gapps.yrdsb.ca///9/AMR1O1/Repertoire/1/BTT1O1/Information and Communication Techn//1/CGC1D1/Issues in Canadian Geography/1/ENG1D1/English/1/FSF1D1/Core French/1/MTH1W1/Mathematics/1/PPL1O8/Healthy Active Living-Female/1/SNC1D1/Science/1/TIJ1O1/Exploring Technologies/1///////9/GLS1O1/Learning Strategies 1: Skills for Success in Secondary School (Alternate)/1/AVI1O1/Visual Arts (Alternate)/1///
"Jasmina,Vonnie"/M/241432572/241432572@gapps.yrdsb.ca///9/AMI1O1/Instrumental Music-Band/1/AMR1O1/Repertoire//1/CGC1DG/Issues in Canadian Geography/1/ENG1DG/English/1/FSF1DG/Core French/1/HIF1O1/"Individual, Family and Social Living"/1/MTH1WG/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1DG/Science/1///////9/TIJ1O1/Exploring Technologies (Alternate)/1/GLS1O1/Learning Strategies 1: Skills for Success in Secondary School (Alternate)/1///
"Friederike,Flora"/F/330765636/330765636@gapps.yrdsb.ca///9/ADB2O1/Drama - Musical Theatre/1/AMI1O4/Instrumental Music-Band//1/AMR1O1/Repertoire/1/CGC1D1/Issues in Canadian Geography/1/ENG1D1/English/1/FSF1D2/Core French/1/MTH1W7/Mathematics/1/PAI1O1/Individual & Small Group Activities/1/SNC1D7/Science/1///////9/BTT1O1/Information and Communication Techn (Alternate)/1//////
"Cicely,Teddi"/M/240199428/240199428@gapps.yrdsb.ca///9/CGC1D1/Issues in Canadian Geography/1/ENG1D1/English//1/FSF1P1/Core French/1/GLE1O1/Learning Strategies 1: Skills for Success in Secondary School/1/HIF1O1/"Individual, Family and Social Living"/1/MTH1W1/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1D1/Science/1//////////8/AVI1O1/Visual Arts (Alternate)/1/BTT1O1/Information and Communication Techn (Alternate)/1///
"Kissiah,Dyane"/F/347256192/347256192@gapps.yrdsb.ca///12/AWL3M1/Visual Arts - Drawing/1/CHV2O1/Civics and Citizenship//0.5/ENG3CK/English/1/GLC2O1/Career Studies/0.5/MBF3C1/Foundations for College Mathematics/1///////////////////5/////////
"Kerstin,Ortensia"/M/336907008/336907008@gapps.yrdsb.ca///12/ALEP2O/ALEP SEM 2 - 1 CREDIT OUT/0/BOH4M1/Business Leadership:  Management Fu//1/ENG4U1/English/1/ICS4U1/Computer Science /1/IDC4U3/Interdisciplinary Studies/1/MCV4U1/Calculus and Vectors/1/PAF4O9/Personal & Fitness Activities-Male/1/SCH4U1/Chemistry/1//////////8/////////
"Lianne,Janina"/F/238500096/238500096@gapps.yrdsb.ca///10/AMR2O1/Repertoire/1/AVI2O1/Visual Arts//1/BBI2O1/Introduction to Business/1/CHV2O1/Civics and Citizenship/0.5/ENG2D1/English/1/GLC2O1/Career Studies/0.5/HFN2O1/Food and Nutrition/1/MPM2D1/Principles of Mathematics/1/PAF2O8/Healthy Living and Personal and Fit/1/SNC2D1/Science/1////10/AWC2O1/Visual Arts- Ceramics (Alternate)/1/AWJ2O1/Visual Arts- Stage Design (Alternate)/1///
"Sissie,Judye"/F/173339100/173339100@gapps.yrdsb.ca///12/CHY4U1/World History: The West and the Wor/1/ENG4U1/English//1/MCV4U1/Calculus and Vectors/1/MHF4U1/Advanced Functions/1/SBI4U1/Biology/1/SCH4U1/Chemistry/1////////////////6/EWC4U1/The Writer's Craft (Alternate)/1/IDC4UE/Interdisciplinary Studies (Alternate)/1///
"Fidelia,Rakel"/F/333312216/333312216@gapps.yrdsb.ca///9/AVI1O1/Visual Arts/1/BTT1O1/Information and Communication Techn//1/CGC1D1/Issues in Canadian Geography/1/ENG1D1/English/1/FSF1D1/Core French/1/MTH1W1/Mathematics/1/PPL1O8/Healthy Active Living-Female/1/SNC1D1/Science/1//////////8/ADA1O1/Drama (Alternate)/1/TIJ1O1/Exploring Technologies (Alternate)/1///
"Elwira,Astrid"/M/333565464/333565464@gapps.yrdsb.ca///9/AVI1O1/Visual Arts/1/BTT1O1/Information and Communication Techn//1/CGC1DG/Issues in Canadian Geography/1/ENG1DG/English/1/FSF1DG/Core French/1/MTH1W7/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1D7/Science/1//////////8/////////
"Devin,Roxanna"/M/355768740/355768740@gapps.yrdsb.ca///11/BBB4M1/International Business Fundamentals/1/COP3X5/CoOp 2 Credit - Sem 1 - AM ONLY//2/ICS4U1/Computer Science /1/MHF4U1/Advanced Functions/1/SCH3U1/Chemistry/1/SPH3U1/Physics/1/TDJ3M1/Technological Design/1/////////////7/////////
"Peggi,Aimee"/M/332285964/332285964@gapps.yrdsb.ca///9/AMI1O1/Instrumental Music-Band/1/AMR1O1/Repertoire//1/CGC1DG/Issues in Canadian Geography/1/ENG1DG/English/1/FSF1DG/Core French/1/ICS2OG/Intro to Computer Studies/1/MTH1WG/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1DG/Science/1///////9/BTT1O1/Information and Communication Techn (Alternate)/1/ADA1O1/Drama (Alternate)/1///
"Rodie,Marya"/M/240991236/240991236@gapps.yrdsb.ca///9/ADA1O1/Drama/1/BTT1O1/Information and Communication Techn//1/CGC1D1/Issues in Canadian Geography/1/ENG1D1/English/1/FSF1D1/Core French/1/MTH1W1/Mathematics/1/PPL1O9/Healthy Active Living-Male/1/SNC1D1/Science/1//////////8/ICS2O1/Introduction to Computer Studies (Alternate)/1/TIJ1O1/Exploring Technologies (Alternate)/1///
"Terrijo,Tersina"/F/173268816/173268816@gapps.yrdsb.ca///12/ENG4U1/English/1/HSB4U1/Challenge and Change in Society//1/MCV4U1/Calculus and Vectors/1/MHF4U1/Advanced Functions/1/SBI4U1/Biology/1/SCH4UE/Chemistry/1////////////////6/IDC4UE/Interdisciplinary Studies (Alternate)/1//////
"Harrietta,Jilly"/M/173867064/173867064@gapps.yrdsb.ca///12/ADA4M1/Drama/1/BBB4M1/International Business Fundamentals//1/BOH4M1/Business Leadership:  Management Fu/1/ENG4U1/English/1/IDC4U1/Interdisciplinary Studies/1/PAF4O9/Personal & Fitness Activities-Male/1/PSK4U1/Introductory Kinesiology/1/////////////7/TDJ3M1/Technological Design (Alternate)/1//////
"Kassie,Kristine"/F/348094764/348094764@gapps.yrdsb.ca///11/AEA4O1/Exploring and Creating in the Arts/1/AVI3M1/Visual Arts//1/AWD4M1/Visual Arts - Visual Design/1/AWL3M1/Visual Arts - Drawing/1/ENG3UE/English/1/MHF4U1/Advanced Functions/1/SBI3U6/Biology/1/TDJ3M1/Technological Design/1//////////8/IDC3O1/Interdisciplinary Studies (Alternate)/1//////
